products	reactants	set
COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C	COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OCCO)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C	train
O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12	O=c1c(O)c(-c2ccccc2)oc2cc(O)cc(O)c12	train
Cc1cc(O)c(C(C)C)cc1O	Cc1ccc(C(C)C)c(O)c1	train
CC(C)C12CC(=O)C(C)(O)C1C2	CC1C(=O)CC2(C(C)C)CC12	train
C=CC1(O)CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12	C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12	train
O=C(OCc1ccccc1)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12	O=C(OCc1ccccc1)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(OCc3ccccc3)ccc12	train
CC(=O)OC12COC1CC(O)C1(C)C(=O)C(O)C3=C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)CO)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C	CC(=O)OC12COC1CC(O)C1(C)C(=O)C(O)C3=C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C	train
Cc1cccn2c1nc1ccc(NOS(=O)(=O)O)nc12	Cc1cccn2c1nc1ccc(NO)nc12	train
OCCCOc1cccc(CN2CCCCC2O)c1	OCCCOc1cccc(CN2CCCCC2)c1	train
OC(c1ccccc1)(c1ccccc1)C1CCNCC1	CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1	train
