products	reactants	set
CCC(=C(c1ccc(OCCNC)cc1)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1)c1ccccc1	CCC(=C(c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1	train
CC(=O)C(O)C(c1ccccc1)c1c(O)c2ccccc2oc1=O	CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O	train
O=C(NNC1OC(C(=O)O)C(O)C(O)C1O)c1ccncc1	NNC(=O)c1ccncc1	train
NC1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21	CNC1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21	train
O=C1CCCN1CCOc1ccc2cc1COCC=CCOCc1cccc(c1)-c1ccnc(n1)N2	C1=CCOCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2cccc(c2)COC1	train
O=C(O)CONC(=O)c1cc2[nH]cnc2c(F)c1Nc1ccc(Br)cc1Cl	O=C(NOCCO)c1cc2[nH]cnc2c(F)c1Nc1ccc(Br)cc1Cl	train
CC(Cc1cc2c(c(C(N)=O)c1)NCC2)NCCOc1ccccc1OCC(F)(F)F	CC(Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F	train
O=C(O)Cc1ccccc1	O=C(O)Cc1ccc(O)cc1	train
CNCCC(Oc1cccc2c(OC3OC(C(=O)O)C(O)C(O)C3O)c(OC)ccc12)c1cccs1	CNCCC(Oc1cccc2c(O)c(OC)ccc12)c1cccs1	train
NC(=O)N1C=CC(CC(=O)N2CCC(C3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1	NC(=O)N1CCC(CC(=O)N2CCC(C3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1O	train
CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(OC3OC(C(=O)O)C(O)C(O)C3O)c(CNC)c12	CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(O)c(CNC)c12	train
CC(C)C1(NC(=O)C2CC3c4cccc5[nH]cc(c45)CC3N(C)C2)OC2(O)C3CCC(O)N3C(=O)C(Cc3ccccc3)N2C1=O	CC(C)C1(NC(=O)C2CC3c4cccc5[nH]cc(c45)CC3N(C)C2)OC2(O)C3CCCN3C(=O)C(Cc3ccccc3)N2C1=O	train
CN1CCC23c4c5ccc(OC6OC(C(=O)O)C(O)C(O)C6O)c4OC2C(O)CCC3C1C5	CN1CCC23c4c5ccc(O)c4OC2C(O)CCC3C1C5	train
O=C(O)C1OC(Oc2ccc3oc(-c4ccccc4)cc(=O)c3c2)C(O)C(O)C1O	O=c1cc(-c2ccccc2)oc2ccc(O)cc12	train
NCCc1ccc(O)c(OS(=O)(=O)O)c1	NCCc1ccc(O)c(O)c1	train
CC(=O)Nc1c(C)n(C)n(-c2ccccc2)c1=O	Cc1c(N)c(=O)n(-c2ccccc2)n1C	train
CCOC(=O)C1(c2ccccc2)CCNCC1	CCOC(=O)C1(c2ccccc2)CCN(C)CC1	train
CCOc1ccc(Cc2cc(C34OCC(CO)(O3)C(O)C(OC3OC(C(=O)O)C(O)C(O)C3O)C4O)ccc2Cl)cc1	CCOc1ccc(Cc2cc(C34OCC(CO)(O3)C(O)C(O)C4O)ccc2Cl)cc1	train
C(=Cc1ccccc1)CN1CCNCC1	C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1	train
O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl	O=C(O)CCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1	train
CC12CCC3C4CCC(OC5OC(C(=O)O)C(O)C(O)C5O)CC4CCC3C1CCC2=O	CC12CCC3C4CCC(O)CC4CCC3C1CCC2=O	train
O=c1[nH]c(=O)n(C2CCC(O)O2)cc1F	O=c1[nH]c(=O)n(C2CCCO2)cc1F	train
CCCOc1ccc(S(N)(=O)=O)cc1-c1nc2c(CCC)nn(C)c2c(=O)[nH]1	CCCOc1ccc(S(=O)(=O)NCCC2CCCN2C)cc1-c1nc2c(CCC)nn(C)c2c(=O)[nH]1	train
CNCCC(Oc1ccccc1COC1OC(C(=O)O)C(O)C(O)C1O)c1ccccc1	CNCCC(Oc1ccccc1CO)c1ccccc1	train
CCCNS(=O)(=O)Nc1ncnc(OCCO)c1-c1ccc(Br)cc1	CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1	train
CC(O)C1(N)CCc2c(O)c3c(c(O)c2C1)C(=O)c1ccccc1C3=O	CC(O)C1(N)Cc2c(O)c3c(c(O)c2C(OC2CCC(O)C(O)O2)C1)C(=O)c1ccccc1C3=O	train
OC1CCCC2C3CC(CN12)C1CCCCN1C3	C1CCN2CC3CC(CN4CCCCC34)C2C1	train
Nc1cc2c3c(ccc2c2ccccc12)C(O)C(O)C=C3	Nc1cc2c3ccccc3ccc2c2ccccc12	train
Cc1cccc(C)c1OCC(C)NOC1OC(C(=O)O)C(O)C(O)C1O	Cc1cccc(C)c1OCC(C)NO	train
CC1CCC(C(C)(C)O)C(O)C1	CC1CCC(C(C)C)C(O)C1	train
COC(=O)C1C(O)CCC2CN3CCc4c([nH]c5ccc(O)cc45)C3CC21	COC(=O)C1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21	train
CC1CC2C3CCC4=CC(=O)C=CC4(C)C34OC4CC2(C)C1=C=C(Cl)OC(=O)c1ccco1	CC1CC2C3CCC4=CC(=O)C=CC4(C)C34OC4CC2(C)C1(OC(=O)c1ccco1)C(=O)CCl	train
COc1ccc(C(C)(O)CO)cc1CNC1C2CCN(CC2)C1C(c1ccccc1)c1ccccc1	C=C(C)c1ccc(OC)c(CNC2C3CCN(CC3)C2C(c2ccccc2)c2ccccc2)c1	train
Cn1cnc2c1c(=O)[nH]c(=O)n2C	Cn1c(=O)c2c(ncn2C)n(C)c1=O	train
CC1(C)Oc2ccc(Nc3nc(Nc4cc(O)cc(O)c4)ncc3F)nc2NC1=O	COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1O	train
CCc1ccc(O)c2cc(C(O)CNC(C)(C)C)oc12	CCc1cccc2cc(C(O)CNC(C)(C)C)oc12	train
Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)CO)c1	Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1	train
NC1=NCc2c(ccc(Cl)c2Cl)N1	O=C1NC2=Nc3ccc(Cl)c(Cl)c3CN2C1O	train
CC(C)(O)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1	CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1	train
